CSCストアコード,都道府県,店舗名,,"no,",filename,url
0000327791,秋田県,秋田オーパ,あきたおーぱ,145,145akita-opa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000327791
0000028081,神奈川県,湘南藤沢オーパ,しょうなんふじさわおーぱ,146,146shonanfujisawa-opa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000028081
0000028261,大阪府,心斎橋オーパ,しんさいばしおーぱ,147,147shinsaibashi-opa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000028261
0000043001,茨城県,水戸オーパ,みとおーぱ,148,148mito-opa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000043001
0000028001,東京都,聖蹟桜ヶ丘オーパ,せいせきさくらがおかおーぱ,149,149seisekisakuragaoka-opa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000028001
0000335751,大分県,大分オーパ,おおいたおーぱ,150,150ooita-opa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000335751
0000043941,沖縄県,那覇オーパ,なはおーぱ,151,151naha-opa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000043941
0000327081,東京都,八王子オーパ,はちおうじおーぱ,152,152hachioji-opa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000327081
0000327091,兵庫県,三宮オーパ２,さんのみやおーぱに,153,153sannomiya-opa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000327091
00000M1578,愛知県,イオンモールNagoyaNoritakeGarden,いおんもーるなごやのりたけがーでん,154,154nagoyanoritakegarden.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1578
0000709981,神奈川県,横浜ワールドポーターズ,よこはまわーるどぽーたーず,155,155yokohamaworld.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=0000709981
00000M1581,福岡県,THE OUTLETS KITAKYUSHU,じあうとれっときたきゅうしゅう,156,156theoutletskitakyushu.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1581
00000M1583,岐阜県,イオンモール土岐,いおんもーるとき,157,157toki.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1583
00000M1584,愛知県,イオンモール豊川,いおんもーるとよかわ,158,158toyokawa.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1584
00000M1585,神奈川県,THE OUTLETS SHONAN HIRATSUKA,じあうとれっとしょうなんひらつか,159,159theoutletsshonan.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M1585
00000M6330,長野県,イオンモール須坂,いおんもーるすざか,160,160suzaka.html,https://iaeon.go.link/destination=qrscan_storecode?adj_t=1ghpmxty&adj_label=&store_code=00000M6330
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
